"id"	"geneNum"	"description"	"definition"	"gene"
"GO:0030424"	89	"axon"	"The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter."	"ABR,ACADM,ADAM21,ADAM22,ADCY8,ADGRL1,ADGRL2,ADGRL3,ALCAM,ATAT1,AZIN2,BACE1,BAG2,BCR,BSN,CD200,CD2AP,CORO1A,CPNE6,CPT1C,CTNNA2,CYP17A1,DCC,DIP2B,DPYSL2,DRD2,DYRK1A,EPHA4,EPHB1,EPHB2,EVX1,FXR1,FZD3,GABRA2,GABRD,GAD2,GARS1,GHRL,HCN1,HDAC6,HOMER1,HTR2A,HTT,IGSF9,IL1RAPL1,INPP5F,IQGAP1,IRX3,KATNB1,KCNA2,KIF13B,KIRREL3,L1CAM,LOC481722,LPAR3,LRP2,MACO1,MME,MPP5,MTPN,MUL1,MYCBP2,MYO1D,N4BP3,NCS1,NEFM,NF1,NRG1,NRN1L,NRP2,NTNG2,NTRK1,OPRM1,P2RX3,PINK1,PPFIA2,PRKAA1,PRKAA2,RIN3,SARM1,SCN1B,SLC38A1,SLC6A3,SMN1,SNAP25,STX1A,STX1B,SYN1,TAC1"
"GO:0030425"	109	"dendrite"	"A neuron projection that has a short, tapering, morphology. Dendrites receive and integrate signals from other neurons or from sensory stimuli, and conduct nerve impulses towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body."	"ACAD9,ADCY4,ADCY8,AGO2,ALCAM,ARHGEF15,ATXN10,AZIN2,BACE1,BSN,CACNA1C,CASC3,CD2AP,CHL1,CNTNAP4,CPEB4,CPNE6,CPT1C,CYP46A1,DBN1,DENND1A,DIP2B,DNER,DPYSL2,DPYSL5,DRD2,DSCAM,DYRK1A,ELAVL4,ELOVL5,EPHB1,EPHB2,EPM2A,FAT3,FYN,FZD3,FZD4,GABRA2,GABRA5,GABRD,GAP43,GLRA1,GNAI2,GNAO1,GNAZ,GNB3,GNG13,GNG3,GPHN,GRIN1,GRM1,GRM7,HCN1,HDAC6,HTR1A,HTR2A,HTT,IGSF9,IL1RAPL1,IL6ST,INPP5A,INPP5F,KCNA2,KCNB2,KCNC2,KCND3,KCNE3,LOC481722,LRP2,MAPK8IP1,MAPT,MARK1,MARK2,MARK3,MARK4,MLPH,MME,MTOR,MYO1D,N4BP3,NCS1,NF1,NIN,PLCB4,PRKAA1,PRKAA2,PRKCG,PRNP,PSD2,RAB27A,RELN,RGS12,RGS8,RIN3,RPLP0,RPS6,SKOR1,SLC4A8,SLC9A6,SNAP47,STAU1,SYAP1,SYT11,TANC1,TRIM9,UNC5C,ZDHHC5,ZFYVE27,ZNF385A"
"GO:0030426"	39	"growth cone"	"The migrating motile tip of a growing neuron projection, where actin accumulates, and the actin cytoskeleton is the most dynamic."	"ABITRAM,ACAP3,APBB1,APP,CIB1,CNR1,COPG2,DBN1,DPYSL3,DSCAM,DTNBP1,DVL1,ELAVL4,EXOC6,EXOC8,FRMD7,IGF2BP1,INPP5J,IQGAP1,LRRK2,LRRTM1,MAP3K12,MAPT,MYH14,MYO9A,NRSN1,OTX2,PSEN1,RASGRF1,SETX,SMN,SNCA,STMN2,SYAP1,TOR1A,TWF2,UNC5C,ZNF804A,ZPR1"
"GO:0030478"	3	"actin cap"	"Polarized accumulation of cytoskeletal proteins (including F-actin) and regulatory proteins in a cell. An example of this is the actin cap found in Saccharomyces cerevisiae."	"ACTR2,CALD1,WASL"
"GO:0030485"	2	"smooth muscle contractile fiber"	"The contractile fiber of smooth muscle cells."	"ACTA2,NPNT"
"GO:0030496"	116	"midbody"	"A thin cytoplasmic bridge formed between daughter cells at the end of cytokinesis. The midbody forms where the contractile ring constricts, and may persist for some time before finally breaking to complete cytokinesis."	"A0A5F4D5V0,ABRAXAS2,AGBL5,ANKRD54,ANLN,ANXA11,ARL3,ARL8B,ASPM,AURKB,AURKC,BCL3,BIRC5,BIRC6,C12H6orf89,CCDC124,CDC42,CDCA8,CDK1,CENPE,CENPF,CENPV,CEP126,CEP44,CHMP4A,CHMP4B,CLIC4,CPEB3,CRMP1,CTDP1,CTNND1,CYLD,DDX11,DTNBP1,ECT2,EML3,EML4,ENTR1,ERH,GDI1,GEM,GNAI1,GNAI2,GNAI3,GNL3,HEPACAM2,HNRNPU,HSP90B1,HSPA5,INCENP,IQGAP1,J9NYK5,J9P730,KATNA1,KATNAL1,KATNBL1,KEAP1,KIF13A,KIF20A,KIF20B,KIF4A,KLHDC8B,KLHL9,LAP3,LYRM1,LZTS2,MAK,MAP10,MAPRE3,MARK4,MICAL1,MITD1,MPLKIP,MTCL1,MYH10,NAT10,NEK2,NEXMIF,NUDC,PDXP,PIK3C3,PIK3CB,PKN1,PKN2,PKP4,PLK1,PPP1CC,PRC1,PSRC1,PTCH1,RAB8A,RACGAP1,RACK1,RALB,RCC2,RHOA,RNF8,SAFB,SCCPDH,SEPTIN1,SEPTIN12,SEPTIN2,SEPTIN7,SH3GLB1,SIRT2,SPART,SPAST,TBCK,TRAPPC14,TTC28,TXNDC9,URB2,UVRAG,VPS37B,ZFYVE26,ZNF330"
"GO:0030532"	2	"small nuclear ribonucleoprotein complex"	"A complex composed of RNA of the small nuclear RNA (snRNA) class and protein, found in the nucleus of a eukaryotic cell. These are typically named after the snRNA(s) they contain, e.g. U1 snRNP or U4/U6 snRNP. Many, but not all, of these complexes are involved in splicing of nuclear mRNAs."	"ARFGEF1,SLU7"
"GO:0030658"	11	"transport vesicle membrane"	"The lipid bilayer surrounding a transport vesicle."	"CA4,CYB561,DBH,PAM,PTPRN,PTPRN2,SCG3,SCGN,SLC30A8,SORL1,TMEM30A"
"GO:0030659"	47	"cytoplasmic vesicle membrane"	"The lipid bilayer surrounding a cytoplasmic vesicle."	"A0A5F4C2C8,AP3M1,AP3M2,AQP2,AQP5,ATG9A,ATG9B,C2CD5,DYSF,ENTPD7,FZD6,GABRA1,GABRG2,GPER1,GPR18,HTT,IYD,KCNQ1,LAMP5,MPEG1,MYO1C,MYOF,PACSIN2,PDE6D,RAB11A,RAB13,RAB21,RHBG,SCNN1B,SGSM1,SH3BP5,SLC12A2,SLC2A4,SMAGP,SNX17,SNX33,SNX9,SORT1,SPIRE1,TBC1D24,TMEM67,TOR1A,TRARG1,TRIM72,VOPP1,ZDHHC13,ZDHHC17"
"GO:0030660"	6	"Golgi-associated vesicle membrane"	"The lipid bilayer surrounding a vesicle associated with the Golgi apparatus."	"CSPG5,ITM2B,SPPL2A,SPPL3,ZDHHC13,ZDHHC17"
"GO:0030663"	4	"COPI-coated vesicle membrane"	"The lipid bilayer surrounding a COPI-coated vesicle."	"KDELR1,KDELR2,KDELR3,TMEM199"
"GO:0030665"	7	"clathrin-coated vesicle membrane"	"The lipid bilayer surrounding a clathrin-coated vesicle."	"A0A5F4DM82,AP1M1,AP1M2,AP3B1,AP3B2,CEMIP,DENND1A"
"GO:0030666"	1	"endocytic vesicle membrane"	"The lipid bilayer surrounding an endocytic vesicle."	"SCARB2"
"GO:0030667"	6	"secretory granule membrane"	"The lipid bilayer surrounding a secretory granule."	"CA4,CPE,DBH,ICA1,RAB26,TCIRG1"
"GO:0030670"	16	"phagocytic vesicle membrane"	"The lipid bilayer surrounding a phagocytic vesicle."	"ANXA3,CLEC4E,CORO1A,INPP5B,LOC491698,OCRL,PIKFYVE,PIP4P2,RAB10,RAB22A,RAB5A,RAB7A,RAB8A,RAB9A,TCIRG1,TLR2"
"GO:0030672"	13	"synaptic vesicle membrane"	"The lipid bilayer surrounding a synaptic vesicle."	"BCL2L1,DNM1L,ICA1,SEMA4C,SEPTIN8,SLC9B2,SNAP47,SNCA,STX1A,SYN1,SYN3,SYT2,VAMP2"
"GO:0030673"	5	"axolemma"	"The portion of the plasma membrane surrounding an axon; it is a specialized trilaminar random mosaic of protein molecules floating within a fluid matrix of highly mobile phospholipid molecules, 7-8 nm in thickness."	"CNTNAP2,KCNC1,MAPT,SLC1A2,SPTBN1"
"GO:0030678"	1	"mitochondrial ribonuclease P complex"	"A ribonuclease P complex located in the mitochondrion of a eukaryotic cell, where it catalyzes the 5' endonucleolytic cleavage of precursor tRNAs to yield mature tRNAs. The subunit composition of mitochondrial ribonuclease P complexes varies between species, but the complex often contains a single RNA molecule and a single protein molecule."	"HSD17B10"
"GO:0030681"	5	"multimeric ribonuclease P complex"	"A ribonuclease P complex that generally contains a single RNA molecule and several protein molecules. Examples of this complex are found in Archaeal species."	"POP4,POP7,RPP14,RPP25,RPP40"
"GO:0030686"	1	"90S preribosome"	"A large ribonucleoprotein complex considered to be the earliest preribosomal complex. In S. cerevisiae, it has a size of 90S and consists of the 35S pre-rRNA, early-associating ribosomal proteins most of which are part of the small ribosomal subunit, the U3 snoRNA and associated proteins."	"FAM207A"
"GO:0030687"	1	"preribosome, large subunit precursor"	"A preribosomal complex consisting of 27SA, 27SB, and/or 7S pre-rRNA, 5S rRNA, ribosomal proteins including late-associating large subunit proteins, and associated proteins; a precursor of the eukaryotic cytoplasmic large ribosomal subunit."	"PES1"
"GO:0030688"	4	"preribosome, small subunit precursor"	"A preribosomal complex consisting of 20S pre-rRNA, ribosomal proteins including late-associating small subunit proteins, and associated proteins; a precursor of the eukaryotic cytoplasmic small ribosomal subunit."	"FAM207A,FTSJ3,RRP1,RRP1B"
"GO:0030849"	2	"autosome"	"Any chromosome other than a sex chromosome."	"MAEL,SIN3B"
"GO:0030863"	12	"cortical cytoskeleton"	"The portion of the cytoskeleton that lies just beneath the plasma membrane."	"CAPZA3,CTTN,DLG4,DMTN,EPB41,EPB42,NOS2,SELE,SLC4A1,SPTBN5,TMOD1,TRPC4"
"GO:0030864"	24	"cortical actin cytoskeleton"	"The portion of the actin cytoskeleton, comprising filamentous actin and associated proteins, that lies just beneath the plasma membrane."	"AKAP13,CDH1,CDH2,CLDN5,CORO1A,DHRS13,DSTN,FLOT1,IQGAP1,LANCL2,LOC100855913,MED28,MISP,MTSS2,MYO1A,NF2,PJVK,PLEKHH2,PPP1R9A,PPP1R9B,RAPGEF3,RDX,SHROOM2,SHROOM4"
"GO:0030867"	3	"rough endoplasmic reticulum membrane"	"The lipid bilayer surrounding the rough endoplasmic reticulum."	"CCDC47,MACO1,UBA1"
"GO:0030868"	1	"smooth endoplasmic reticulum membrane"	"The lipid bilayer surrounding the smooth endoplasmic reticulum."	"FTCD"
"GO:0030870"	6	"Mre11 complex"	"Trimeric protein complex that possesses endonuclease activity; involved in meiotic recombination, DNA repair and checkpoint signaling. In Saccharomyces cerevisiae, the complex comprises Mre11p, Rad50p, and Xrs2p; complexes identified in other species generally contain proteins orthologous to the Saccharomyces cerevisiae proteins."	"MRE11,NBN,RAD50,SP100,TERF2,TERF2IP"
"GO:0030877"	6	"beta-catenin destruction complex"	"A cytoplasmic protein complex containing glycogen synthase kinase-3-beta (GSK-3-beta), the adenomatous polyposis coli protein (APC), and the scaffolding protein axin, among others; phosphorylates beta-catenin, targets it for degradation by the proteasome."	"APC,AXIN1,CSNK1A1,CTNNB1,DACT1,SIAH1"
"GO:0030891"	1	"VCB complex"	"A protein complex that possesses ubiquitin ligase activity; the complex is usually pentameric; for example, in mammals the subunits are pVHL, elongin B, elongin C, cullin-2 (Cul2), and Rbx1."	"ELOB"
"GO:0030894"	1	"replisome"	"A multi-component enzymatic machine at the replication fork which mediates DNA replication. Includes DNA primase, one or more DNA polymerases, DNA helicases, and other proteins."	"LOC100856622"
"GO:0030895"	1	"apolipoprotein B mRNA editing enzyme complex"	"Protein complex that mediates editing of the mRNA encoding apolipoprotein B; catalyzes the deamination of C to U (residue 6666 in the human mRNA). Contains a catalytic subunit, APOBEC-1, and other proteins (e.g. human ASP; rat ASP and KSRP)."	"A1CF"
"GO:0030896"	1	"checkpoint clamp complex"	"Conserved heterotrimeric complex of PCNA-like proteins that is loaded onto DNA at sites of DNA damage."	"HUS1"
"GO:0030897"	6	"HOPS complex"	"A multimeric protein complex that associates with the vacuolar membrane, late endosomal (multivesicular body) and lysosomal membranes. HOPS is a tethering complex involved in vesicle fusion."	"AKTIP,HOOK1,HOOK2,HOOK3,STX17,VPS18"
"GO:0030904"	10	"retromer complex"	"A conserved hetero-pentameric membrane-associated complex involved in retrograde transport from endosomes to the Golgi apparatus. The budding yeast retromer comprises Vps35p, Vps29p, Vps26p, Vps5p, and Vps17p. The mammalian complex shows slight variation in composition compared to yeast, and comprises SNX1 or SNX2, SNX5 or SNX6, VPS26A or VPS26B, VPS29, and VPS35."	"A0A5F4BZI6,ANKFY1,DENND4C,ENTR1,RAB7A,SNX27,SNX5,SNX6,SNX8,TRIM27"
"GO:0030905"	2	"retromer, tubulation complex"	"The dimeric subcomplex of the retromer, believed to be peripherally associated with the membrane. This dimeric complex is responsible for remodelling endosomal membranes to form a tube-structure to which cargo molecules are selected for recycling. The budding yeast complex comprises Vps5p and Vps17p, and may contain multiple copies of a Vps5p/Vps17p dimer. The mammalian complex contains SNX1 or SNX2 dimerized with SNX5 or SNX6."	"SNX1,SNX2"
"GO:0030906"	3	"retromer, cargo-selective complex"	"The trimeric subcomplex of the retromer, believed to be closely associated with the membrane. This trimeric complex is responsible for recognizing and binding to cargo molecules. The complex comprises three Vps proteins in both yeast and mammalian cells: Vps35p, Vps29p, and Vps26p in yeast, and VPS35, VPS29 and VPS26A or VPS26B in mammals."	"VPS26A,VPS29,VPS35"
"GO:0030914"	5	"STAGA complex"	"A large multiprotein complex that possesses histone acetyltransferase and is involved in regulation of transcription. The composition is similar to that of the SAGA complex; for example, the human complex contains the transcription-transformation cofactor TRRAP, hGCN5L acetylase, novel human ADA-like and SPT-like cofactors, and a subset of TAFs."	"KAT2A,TADA1,TADA2B,TAF10,TAF5L"
"GO:0030915"	3	"Smc5-Smc6 complex"	"A conserved complex that contains a heterodimer of SMC proteins (Smc5p and Smc6p, or homologs thereof) and several other proteins, and is involved in DNA repair and maintaining cell cycle arrest following DNA damage. In S. cerevisiae, this is an octameric complex called Mms21-Smc5-Smc6 complex, with at least five of its subunits conserved in fission yeast and humans."	"NSMCE2,SMC5,SMC6"
"GO:0030956"	1	"glutamyl-tRNA(Gln) amidotransferase complex"	"A protein complex that possesses glutamyl-tRNA(Gln) amidotransferase activity, and therefore creates Gln-tRNA by amidating Glu-tRNA; usually composed of 3 subunits: A, B, and C. Note that the C subunit may not be required in all organisms."	"GATC"
"GO:0030981"	1	"cortical microtubule cytoskeleton"	"The portion of the microtubule cytoskeleton that lies just beneath the plasma membrane."	"CLASP1"
"GO:0030990"	1	"intraciliary transport particle"	"A nonmembrane-bound oligomeric protein complex that participates in bidirectional transport of molecules (cargo) along axonemal microtubules."	"DYNC2LI1"
"GO:0030991"	1	"intraciliary transport particle A"	"The smaller subcomplex of the intraciliary transport particle; characterized complexes have molecular weights of 710-760 kDa."	"IFT43"
"GO:0030992"	4	"intraciliary transport particle B"	"The larger subcomplex of the intraciliary transport particle; characterized complexes have molecular weights around 550 kDa."	"IFT22,IFT27,IFT81,UBXN10"
"GO:0031011"	7	"Ino80 complex"	"A multisubunit protein complex that contains the Ino80p ATPase; exhibits chromatin remodeling activity and 3' to 5' DNA helicase activity."	"ACTL6A,INO80B,MCRS1,NFRKB,RUVBL2,UCHL5,YY1"
"GO:0031012"	60	"extracellular matrix"	"A structure lying external to one or more cells, which provides structural support, biochemical or biomechanical cues for cells or tissues."	"ALPL,APOE,ASPN,B9D2,BGN,COL26A1,COL6A3,CRISPLD2,DMP1,EMID1,FBLN7,FGF1,GLG1,HPSE2,HSD17B12,LOX,MMP1,MMP11,MMP12,MMP13,MMP14,MMP15,MMP16,MMP17,MMP19,MMP2,MMP20,MMP21,MMP23,MMP24,MMP25,MMP26,MMP27,MMP28,MMP3,MMP7,MMP8,MMP9,NDNF,OLFML2A,OLFML2B,OPTC,OTOG,PTX3,RELN,SERAC1,SHH,TFIP11,TGFB2,TGFB3,TGFBI,TGM2,TNFRSF11B,TNN,VTN,WNT11,WNT3,WNT5A,WNT6,WNT7A"
"GO:0031021"	2	"interphase microtubule organizing center"	"A microtubule organizing center found in interphase cells, which organize a longitudinal array of three to five MT bundles from the nuclear envelope during interphase. Each MT bundle is composed of two to seven MTs arranged in an antiparallel configuration, with the dynamic MT plus ends extending toward the cell tips and stable minus ends near the nucleus."	"BIRC5,DYNC2I1"
"GO:0031045"	1	"dense core granule"	"Electron-dense organelle with a granular internal matrix; contains proteins destined to be secreted."	"SPX"
"GO:0031080"	4	"nuclear pore outer ring"	"A subcomplex of the nuclear pore complex (NPC) that forms the outer rings of the core scaffold, a lattice-like structure that gives the NPC its shape and strength. In S. cerevisiae, the two outer rings each contain multiple copies of the following proteins: Nup133p, Nup120p, Nup145Cp, Nup85p, Nup84p, Seh1p, and Sec13p. In vertebrates, the two outer rings each contain multiple copies of the following proteins: Nup133, Nup160, Nup96, Nup75, Nup107, Seh1, Sec13, Nup43, Nup37, and ALADIN. Components are arranged in 8-fold symmetrical 'spokes' around the central transport channel. A single 'spoke', can be isolated and is sometimes referred to as the Nup84 complex (S. cerevisiae) or the Nup107-160 complex (vertebrates)."	"AHCTF1,NUP160,NUP98,SEC13"
"GO:0031083"	7	"BLOC-1 complex"	"A protein complex required for the biogenesis of specialized organelles of the endosomal-lysosomal system, such as melanosomes and platelet dense granules. Many of the protein subunits are conserved between mouse and human; the mouse complex contains the Pallidin, Muted, Cappuccino, Dysbindin, Snapin, BLOS1, BLOS2, AND BLOS3 proteins."	"BLOC1S1,BLOC1S6,KXD1,PI4K2A,SNAP25,STX12,WASHC4"
"GO:0031084"	2	"BLOC-2 complex"	"A protein complex required for the biogenesis of specialized organelles of the endosomal-lysosomal system, such as melanosomes and platelet dense granules. The human complex contains the Hps3, Hps5, and Hps6 proteins; the mouse complex contains ru2 and ru."	"HPS3,HPS5"
"GO:0031088"	1	"platelet dense granule membrane"	"The lipid bilayer surrounding the platelet dense granule."	"ITPR1"
"GO:0031090"	4	"organelle membrane"	"A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."	"ATP1A1,ATP1A4,ATP1B1,SLC2A13"
"GO:0031091"	8	"platelet alpha granule"	"A secretory organelle found in blood platelets, which is unique in that it exhibits further compartmentalization and acquires its protein content via two distinct mechanisms: (1) biosynthesis predominantly at the megakaryocyte (MK) level (with some vestigial platelet synthesis) (e.g. platelet factor 4) and (2) endocytosis and pinocytosis at both the MK and circulating platelet levels (e.g. fibrinogen (Fg) and IgG)."	"FGB,FGG,SERPINA5,SERPINE2,STXBP3,THBS1,THBS2,VAMP7"
"GO:0031092"	2	"platelet alpha granule membrane"	"The lipid bilayer surrounding the platelet alpha granule."	"SNCA,SPARC"
"GO:0031094"	3	"platelet dense tubular network"	"A network of membrane-bounded compartments found in blood platelets, where they regulate platelet activation by sequestering or releasing calcium. The dense tubular network exists as thin elongated membranes in resting platelets, and undergoes a major ultrastructural change, to a rounded vesicular form, upon addition of thrombin."	"F2R,ITPR1,SERPINA5"
"GO:0031095"	2	"platelet dense tubular network membrane"	"The lipid bilayer surrounding the platelet dense tubular network."	"DMTN,EHD1"
"GO:0031105"	2	"septin complex"	"A protein complex containing septins.  Typically, these complexes contain multiple septins and are oligomeric."	"SEPTIN6,SEPTIN9"
"GO:0031143"	6	"pseudopodium"	"A temporary protrusion or retractile process of a cell, associated with flowing movements of the protoplasm, and serving for locomotion and feeding."	"CAPN2,F2RL1,MAPK1,MSN,RAF1,VAMP7"
"GO:0031201"	6	"SNARE complex"	"A protein complex involved in membrane fusion; a stable ternary complex consisting of a four-helix bundle, usually formed from one R-SNARE and three Q-SNAREs with an ionic layer sandwiched between hydrophobic layers. One well-characterized example is the neuronal SNARE complex formed of synaptobrevin 2, syntaxin 1a, and SNAP-25."	"BLOC1S6,SNX4,STX12,SYN2,VAMP3,VAMP7"
"GO:0031205"	1	"endoplasmic reticulum Sec complex"	"An endoplasmic reticulum membrane-associated complex involved in the translocation of proteins that are targeted to the ER. In yeast, this complex consists of two subcomplexes, namely, the Sec61 complex and the Sec62/Sec63 complex."	"SEC61B"
"GO:0031209"	3	"SCAR complex"	"A pentameric complex that includes orthologues of human PIR121, Nap1, Abi, SCAR, and HSPC300 and regulates actin polymerization and/or depolymerization through small GTPase mediated signal transduction."	"ABI1,ABI3,SRA1"
"GO:0031213"	2	"RSF complex"	"An ISWI complex that contains an ATPase subunit of the ISWI family (SNF2H in mammals) and an RSF1 homolog. It mediates nucleosome deposition and generates regularly spaced nucleosome arrays. In mammals, RSF is involved in regulation of transcription from RNA polymerase II promoters)."	"RSF1,SMARCA5"
